customer_id,address_id,country_code,address_match_key,address_type_code,mail_indicator,carrier_route,address_ncoa_date,address_1,address_2,address_3,address_4,address_5,address_6,post_code,date_last_modified,address_error,address_longitude,address_latitude,timestamp,create_store_no,modify_store_no,create_user_id,create_date,modify_user_id,create_source_id,create_comment,modify_source_id,modify_comment,posted_date,old_customer_id,temp_old_cust_no
3150,1,CAN,850013174    HOME,HOME,1,R260,04-04-2022,2393 Leisure Ln,Unit 14,Phoenix,AZ,Building A,Floor 2,85001-4319,04-04-2022 00:00,R913,-98.438719,48.706229,0000000026F28E55,9588,9851,1000,23-06-2014 00:00,1000,3,Customer update,3,Verified,04-04-2022 00:00,OLD458906,7882366
3150,2,CAN,921011249    SHIP,MAIL,1,R360,20-02-2017,9224 Park Ln,Apt 853,San Diego,CA,North Wing,Floor 3,92101-1883,20-02-2017 00:00,R914,-104.358656,35.506293,000000000B0043FC,5011,9588,-1,26-07-2012 00:00,-2,1,Data import,3,System update,20-02-2017 00:00,OLD949485,1736740
3151,1,DEU,282015207    HOME,BILL,0,R723,01-01-2022,4516 Oak Ave,Apt 768,Charlotte,NC,South Wing,Floor 2,28201-8671,01-01-2022 00:00,VERIFIED,-66.265556,35.432849,000000003072CAD7,5011,9451,-1,09-12-2013 00:00,2000,4,Data import,1,Verified,01-01-2022 00:00,OLD279011,6082879
3151,2,AUS,282011844    BILL,SHIP,0,C5168,12-01-2016,3326 Broadway,Suite 932,Charlotte,NC,North Wing,Floor 2,28201-8553,12-01-2016 00:00,VERIFIED,-107.802478,27.924611,000000003259A18D,5011,9422,3000,18-01-2012 00:00,2000,4,Initial load,3,NCOA update,12-01-2016 00:00,OLD410539,4953617
3152,1,DEU,900013110    SHIP,MAIL,0,C8450,19-03-2023,9820 Broadway,Unit 41,Los Angeles,CA,Building B,Floor 3,90001-5723,19-03-2023 00:00,R915,-101.635393,42.848072,000000001022D2A8,9330,9330,2000,23-10-2012 00:00,3000,3,Initial load,0,Verified,19-03-2023 00:00,OLD788867,3681338
3152,2,USA,850015576    HOME,WORK,0,R273,08-02-2022,1448 Cedar Rd,Unit 18,Phoenix,AZ,South Wing,Mezzanine,85001-1268,08-02-2022 00:00,R915,-113.587137,31.233189,00000000073A90A4,9451,1,3000,17-01-2012 00:00,1000,3,Customer update,3,System update,08-02-2022 00:00,OLD872649,8168567
3153,1,ESP,331016870    MAIL,HOME,0,C6356,22-07-2022,9624 Lake Dr,#407,Miami,FL,West Tower,Floor 1,33101-5310,22-07-2022 00:00,R914,-122.576603,34.006655,00000000164DA1C1,9451,9330,1000,15-02-2013 00:00,-2,4,Customer update,1,Manual correction,22-07-2022 00:00,OLD265121,4501475
3153,2,JPN,782018509    WORK,HOME,1,R797,26-06-2021,5128 Salido Ave,Unit 28,San Antonio,TX,North Wing,Ground Floor,78201-2194,26-06-2021 00:00,VERIFIED,-98.380989,48.889641,000000002C1B1C80,9851,9422,3000,15-07-2014 00:00,1000,3,Data import,3,Manual correction,26-06-2021 00:00,OLD659474,9330541
3154,1,ESP,752015801    WORK,BILL,1,R296,22-01-2024,7790 Broadway,Suite 506,Dallas,TX,Building A,Floor 3,75201-3372,22-01-2024 00:00,R913,-106.752222,48.678121,0000000011B686B5,9330,9588,-2,29-11-2013 00:00,2000,2,Customer update,2,Verified,22-01-2024 00:00,OLD500084,6785479
3155,1,AUS,770015485    SHIP,WORK,0,C6292,23-10-2021,9439 Market St,#25,Houston,TX,Building B,Floor 2,77001-7738,23-10-2021 00:00,R913,-100.763393,29.86094,000000003AF8DB13,1,9851,2000,11-10-2013 00:00,2000,3,Initial load,3,Updated by customer,23-10-2021 00:00,OLD198382,4087462
3155,2,USA,100013007    WORK,SHIP,1,R964,05-09-2025,8295 Church Rd,#615,New York,NY,Building B,Floor 3,10001-9564,05-09-2025 00:00,R914,-93.889283,44.961387,000000001897E517,9330,9588,-2,07-05-2012 00:00,2000,4,Customer update,3,System update,05-09-2025 00:00,OLD853672,3470758
3156,1,CAN,770017710    SHIP,OTHER,0,C8172,04-05-2025,9747 Broadway,Unit 27,Houston,TX,East Tower,Ground Floor,77001-8484,04-05-2025 00:00,R915,-85.853742,40.246458,000000003B7E2937,9330,9851,-2,27-11-2013 00:00,3000,2,Customer update,3,Updated by customer,04-05-2025 00:00,OLD990487,7274151
3156,2,AUS,282018966    SHIP,HOME,1,C3619,07-07-2025,2895 Church Rd,Suite 323,Charlotte,NC,Building B,Floor 2,28201-7571,07-07-2025 00:00,R914,-95.154473,42.006418,0000000034E597CD,5011,9330,3000,17-05-2014 00:00,-2,4,Address verification,2,Verified,07-07-2025 00:00,OLD733199,8854923
3157,1,AUS,761018125    MAIL,WORK,0,C9553,15-09-2017,8447 Maple Dr,Apt 522,Fort Worth,TX,North Wing,Floor 3,76101-7723,15-09-2017 00:00,R914,-75.353982,39.619828,0000000034D2B180,9451,9330,3000,02-02-2012 00:00,2000,1,Customer update,0,NCOA update,15-09-2017 00:00,OLD631961,5470493
3157,2,MEX,331012099    HOME,HOME,1,C7290,15-12-2015,8711 Lake Dr,Unit 16,Miami,FL,South Wing,Floor 2,33101-4332,15-12-2015 00:00,R914,-119.774185,43.28438,00000000134142D6,1,1,-1,06-09-2014 00:00,3000,2,Initial load,1,Updated by customer,15-12-2015 00:00,OLD728258,1749097
3158,1,JPN,331012940    WORK,BILL,0,R309,17-10-2017,8437 Leisure Ln,Suite 881,Miami,FL,West Tower,Floor 1,33101-8218,17-10-2017 00:00,VALID,-71.334154,29.418211,000000001220FC5B,5011,9422,-2,08-02-2012 00:00,2000,4,Data import,0,System update,17-10-2017 00:00,OLD397409,2245028
3158,2,USA,900012877    HOME,HOME,1,C5857,15-08-2023,4564 Broadway,Unit 48,Los Angeles,CA,North Wing,Floor 1,90001-9682,15-08-2023 00:00,R915,-85.772415,27.731087,000000002ED733DD,1,9851,2000,05-11-2013 00:00,3000,4,Initial load,1,Manual correction,15-08-2023 00:00,OLD301249,2926784
3159,1,ESP,782016146    HOME,HOME,0,R897,15-06-2021,2474 Park Ln,Suite 172,San Antonio,TX,Building A,Floor 2,78201-3463,15-06-2021 00:00,R914,-112.054715,48.001236,000000002DCF98CC,9851,9588,2000,06-03-2014 00:00,2000,1,Customer update,2,Verified,15-06-2021 00:00,OLD334363,7064297
3160,1,CAN,850018972    WORK,MAIL,0,C6373,30-04-2019,3833 Oak Ave,#816,Phoenix,AZ,West Tower,Floor 1,85001-5372,30-04-2019 00:00,R915,-94.690401,38.653879,000000002450D761,9851,5011,3000,14-05-2014 00:00,1000,4,System migration,3,Manual correction,30-04-2019 00:00,OLD385800,6278637
3160,2,FRA,430041474    BILL,WORK,1,C8528,03-08-2024,6208 Pine Ave,Apt 361,Columbus,OH,Building A,Floor 3,43004-4657,03-08-2024 00:00,R913,-101.632616,36.951921,0000000012699E2A,5011,9588,3000,21-03-2012 00:00,-2,1,Data import,1,NCOA update,03-08-2024 00:00,OLD580251,4280891
3161,1,JPN,190192227    SHIP,HOME,0,R680,19-11-2024,6164 Washington Ave,Unit 41,Philadelphia,PA,Building B,Floor 1,19019-7038,19-11-2024 00:00,VALID,-115.051164,34.51777,000000001B3D09C2,9588,5011,3000,15-07-2012 00:00,1000,4,Initial load,0,NCOA update,19-11-2024 00:00,OLD363072,1889120
3162,1,CAN,100013789    WORK,SHIP,0,C9174,26-01-2017,4627 Hill St,Suite 872,New York,NY,East Tower,Floor 2,10001-9953,26-01-2017 00:00,R915,-79.125603,32.111949,0000000009B38AAD,1,9330,2000,24-08-2013 00:00,1000,2,Initial load,3,System update,26-01-2017 00:00,OLD792307,9314241
3163,1,CAN,951012502    SHIP,MAIL,0,C3195,30-03-2024,74 Washington Ave,#907,San Jose,CA,Building A,Floor 3,95101-6276,30-03-2024 00:00,R914,-89.044773,30.691932,0000000000B3708D,9588,1,-2,13-06-2012 00:00,-2,4,Customer update,3,Verified,30-03-2024 00:00,OLD406514,4441481
3164,1,USA,320997406    HOME,HOME,1,C9923,14-07-2017,5066 Maple Dr,#424,Jacksonville,FL,South Wing,Floor 1,32099-6325,14-07-2017 00:00,VERIFIED,-72.319426,40.587547,0000000016B733B0,9451,9451,1000,05-05-2012 00:00,1000,1,Customer update,3,System update,14-07-2017 00:00,OLD500214,1255958
3164,2,ESP,752014996    SHIP,SHIP,0,R541,25-03-2020,152 Broadway,Suite 327,Dallas,TX,Building B,Mezzanine,75201-7173,25-03-2020 00:00,R915,-68.96021,25.938488,000000000326B145,9451,9330,3000,30-01-2013 00:00,3000,3,Address verification,1,Updated by customer,25-03-2020 00:00,OLD186210,2736087
3165,1,ESP,900018637    WORK,WORK,0,R987,26-01-2025,1 Broadway,#545,Los Angeles,CA,North Wing,Floor 2,90001-2648,26-01-2025 00:00,R914,-118.616548,34.881049,000000001D62ED56,9851,2,2000,21-08-2012 00:00,1000,4,Data import,2,Manual correction,26-01-2025 00:00,OLD548463,3228141
3166,1,USA,951011638    WORK,WORK,1,R466,23-02-2017,6845 Main St,Unit 22,San Jose,CA,Building A,Ground Floor,95101-1426,23-02-2017 00:00,R915,-124.191947,41.436023,000000001BFA2C8D,9330,9330,-2,16-08-2012 00:00,-2,2,System migration,2,Verified,23-02-2017 00:00,OLD397611,9781572
3166,2,DEU,331019685    WORK,SHIP,1,C6272,19-02-2022,6252 Oak Ave,Suite 178,Miami,FL,East Tower,Floor 1,33101-7979,19-02-2022 00:00,R915,-119.207724,42.565052,00000000053C239B,5011,9851,3000,14-06-2013 00:00,-1,1,Customer update,3,NCOA update,19-02-2022 00:00,OLD118412,4822041
3167,1,JPN,190195992    WORK,MAIL,0,C9263,26-02-2020,9266 Maple Dr,Unit 32,Philadelphia,PA,Building B,Floor 3,19019-7832,26-02-2020 00:00,VALID,-120.047412,40.831593,000000002644201A,5011,9588,1000,25-05-2012 00:00,1000,1,System migration,1,Verified,26-02-2020 00:00,OLD450164,4329632
3168,1,FRA,782019553    HOME,WORK,1,R755,05-02-2016,2770 Leisure Ln,Suite 398,San Antonio,TX,Building B,Ground Floor,78201-4354,05-02-2016 00:00,R914,-70.264344,30.101706,000000001C19CD84,2,9422,-1,13-08-2012 00:00,-2,2,System migration,2,System update,05-02-2016 00:00,OLD160764,8763427
3168,2,ESP,331011753    WORK,BILL,1,R530,08-12-2023,4398 Main St,#180,Miami,FL,Building B,Mezzanine,33101-2122,08-12-2023 00:00,R914,-122.953877,27.494364,000000001C6C5B94,9330,9851,1000,08-12-2012 00:00,-1,3,System migration,1,Verified,08-12-2023 00:00,OLD838781,7652508
3169,1,CAN,752015026    WORK,HOME,1,R654,13-08-2025,2113 Park Ln,#427,Dallas,TX,West Tower,Mezzanine,75201-4955,13-08-2025 00:00,VERIFIED,-80.632593,28.289472,000000001789F9AB,1,1,1000,26-02-2012 00:00,-2,2,System migration,3,Verified,13-08-2025 00:00,OLD543673,1059565
3170,1,CAN,752015506    SHIP,BILL,1,R949,20-02-2025,6634 Lake Dr,#140,Dallas,TX,Building B,Floor 1,75201-4037,20-02-2025 00:00,VALID,-94.061382,33.277401,00000000102F0ABA,5011,2,-1,29-10-2013 00:00,-2,3,Address verification,2,System update,20-02-2025 00:00,OLD486942,4770922
3171,1,ITA,430048817    HOME,MAIL,0,C4080,25-03-2017,9789 Hill St,#50,Columbus,OH,South Wing,Floor 2,43004-5950,25-03-2017 00:00,R915,-92.287061,30.451028,000000001DA2795A,9451,9588,-1,18-06-2013 00:00,1000,3,Data import,0,Updated by customer,25-03-2017 00:00,OLD702779,9551119
3172,1,ITA,900018839    MAIL,BILL,1,R603,10-09-2022,873 Market St,Apt 905,Los Angeles,CA,Building B,Mezzanine,90001-4657,10-09-2022 00:00,R914,-73.234642,30.390827,0000000022498B7E,9451,1,3000,03-08-2013 00:00,3000,4,Customer update,2,Verified,10-09-2022 00:00,OLD331277,3524388
3173,1,ITA,752011961    BILL,HOME,0,C2418,31-12-2017,9907 Elm St,#87,Dallas,TX,Building B,Ground Floor,75201-2097,31-12-2017 00:00,R914,-65.586219,35.381404,000000001288AC78,2,9422,-1,12-04-2013 00:00,3000,3,System migration,2,Verified,31-12-2017 00:00,OLD829620,3113505
3173,2,MEX,331018598    HOME,BILL,0,C6463,04-07-2021,7695 Church Rd,Suite 815,Miami,FL,Building A,Mezzanine,33101-9823,04-07-2021 00:00,R913,-97.923819,27.759118,0000000018F6B51C,2,9451,-2,11-09-2012 00:00,-1,2,Address verification,2,Manual correction,04-07-2021 00:00,OLD627774,6239725
3174,1,AUS,787011830    BILL,WORK,1,C4554,12-11-2019,7970 Market St,Suite 382,Austin,TX,Building A,Mezzanine,78701-8039,12-11-2019 00:00,R914,-96.863108,34.640851,0000000005E2BBCB,9330,5011,-2,12-02-2013 00:00,2000,3,Address verification,3,Manual correction,12-11-2019 00:00,OLD197152,1151420
3174,2,ESP,921018979    MAIL,OTHER,1,C7921,14-01-2024,4703 Market St,Apt 648,San Diego,CA,South Wing,Floor 2,92101-9157,14-01-2024 00:00,R913,-94.649009,36.718075,000000000FCAF6C5,2,9851,1000,29-11-2013 00:00,3000,2,Customer update,1,NCOA update,14-01-2024 00:00,OLD926644,5475289
3175,1,FRA,282013125    BILL,HOME,0,R938,20-08-2016,5694 Lake Dr,Suite 756,Charlotte,NC,East Tower,Floor 3,28201-3493,20-08-2016 00:00,R914,-109.572984,48.384552,0000000007241008,1,9422,-1,05-03-2013 00:00,2000,3,Data import,3,NCOA update,20-08-2016 00:00,OLD914417,9473130
3176,1,AUS,321592692    MAIL,MAIL,1,C3762,14-05-2020,8933 Pine Ave,Apt 468,Lady Lake,FL,North Wing,Floor 1,32159-7499,14-05-2020 00:00,R914,-70.379158,29.938981,0000000003933E2F,9422,1,-1,25-11-2013 00:00,-1,3,Initial load,1,System update,14-05-2020 00:00,OLD533016,5146403
3177,1,CAN,787011098    WORK,MAIL,0,C7768,22-03-2017,6560 Leisure Ln,#331,Austin,TX,Building B,Floor 2,78701-9191,22-03-2017 00:00,VERIFIED,-97.238533,35.377752,00000000008C1007,9422,9588,1000,01-04-2014 00:00,-1,2,Data import,2,Manual correction,22-03-2017 00:00,OLD146467,4153605
3178,1,DEU,282019625    SHIP,MAIL,0,R633,01-02-2020,4356 Oak Ave,Apt 383,Charlotte,NC,South Wing,Floor 1,28201-6694,01-02-2020 00:00,VALID,-119.502607,32.732385,00000000306836A3,1,9422,3000,04-03-2014 00:00,-1,4,System migration,0,System update,01-02-2020 00:00,OLD622217,5170950
3179,1,DEU,787014406    HOME,MAIL,0,R447,07-03-2016,537 Main St,#698,Austin,TX,South Wing,Mezzanine,78701-3081,07-03-2016 00:00,VERIFIED,-76.869649,41.121599,00000000082B33B9,9851,2,2000,03-03-2014 00:00,-2,1,Data import,2,NCOA update,07-03-2016 00:00,OLD150717,6780697
3180,1,JPN,787017485    SHIP,WORK,0,R768,22-05-2022,9205 Market St,#405,Austin,TX,North Wing,Floor 3,78701-6467,22-05-2022 00:00,VERIFIED,-95.670969,25.005129,0000000039217E50,9851,2,3000,06-10-2013 00:00,2000,2,Data import,2,NCOA update,22-05-2022 00:00,OLD986466,1730552
3180,2,JPN,921019512    BILL,MAIL,0,R442,09-05-2023,6528 Maple Dr,#547,San Diego,CA,North Wing,Floor 3,92101-9711,09-05-2023 00:00,VALID,-103.434895,47.732468,000000000CC2E335,9422,2,1000,21-10-2013 00:00,-2,1,Data import,2,Verified,09-05-2023 00:00,OLD116631,8355341
3181,1,GBR,951011480    SHIP,WORK,1,C4468,10-01-2016,4986 Maple Dr,Apt 857,San Jose,CA,South Wing,Mezzanine,95101-1296,10-01-2016 00:00,VALID,-102.643208,42.009413,000000001EA858E4,9851,1,-1,10-04-2013 00:00,3000,3,Customer update,3,Verified,10-01-2016 00:00,OLD978423,6321780
3182,1,USA,331018314    MAIL,OTHER,1,C5285,22-03-2018,1861 Cedar Rd,Unit 15,Miami,FL,East Tower,Mezzanine,33101-7118,22-03-2018 00:00,R913,-74.089029,28.485001,000000001BF02A17,9851,5011,3000,27-11-2012 00:00,1000,3,Initial load,2,Verified,22-03-2018 00:00,OLD887428,3203696
3182,2,GBR,130682662    WORK,MAIL,1,R338,03-01-2019,4820 Pine Ave,Unit 23,Freeville,NY,East Tower,Floor 1,13068-3605,03-01-2019 00:00,VALID,-82.724598,30.969591,0000000002EBDC6E,9588,2,-1,22-09-2013 00:00,2000,2,System migration,2,Manual correction,03-01-2019 00:00,OLD904059,3153633
3183,1,FRA,761013882    BILL,SHIP,1,R152,03-04-2020,4516 Market St,Suite 416,Fort Worth,TX,South Wing,Floor 1,76101-8133,03-04-2020 00:00,R914,-116.100083,40.791402,000000001977235D,9330,9422,-2,04-12-2013 00:00,3000,3,Initial load,1,NCOA update,03-04-2020 00:00,OLD560163,9069895
3183,2,MEX,752013146    SHIP,SHIP,1,R409,11-02-2017,2236 Maple Dr,Suite 927,Dallas,TX,East Tower,Floor 1,75201-5475,11-02-2017 00:00,R913,-120.949181,33.231188,0000000038CB7D48,9588,5011,1000,15-10-2013 00:00,-1,3,Customer update,2,Updated by customer,11-02-2017 00:00,OLD854952,8862770
3184,1,DEU,770017566    HOME,HOME,0,R536,27-05-2024,8407 Broadway,Apt 338,Houston,TX,Building B,Floor 3,77001-2188,27-05-2024 00:00,R914,-99.309513,44.215079,0000000031A93918,9451,5011,3000,15-09-2013 00:00,-1,3,Customer update,1,Updated by customer,27-05-2024 00:00,OLD764731,6015835
3185,1,FRA,921017068    WORK,WORK,0,R574,11-09-2021,300 Broadway,Unit 5,San Diego,CA,South Wing,Ground Floor,92101-2541,11-09-2021 00:00,R914,-98.900875,41.333128,00000000287A0968,9588,9451,3000,07-12-2012 00:00,-1,3,Customer update,1,NCOA update,11-09-2021 00:00,OLD972241,9952607
3186,1,JPN,321593076    BILL,BILL,1,C4556,10-04-2016,1026 Cedar Rd,Apt 867,Lady Lake,FL,Building A,Floor 2,32159-1483,10-04-2016 00:00,R914,-67.544228,39.430019,0000000007E2C9F6,1,9451,2000,15-03-2012 00:00,-2,2,System migration,3,Verified,10-04-2016 00:00,OLD741415,8374084
3187,1,GBR,752016754    MAIL,BILL,0,C4796,26-09-2016,6511 Maple Dr,Apt 310,Dallas,TX,East Tower,Floor 2,75201-6547,26-09-2016 00:00,R913,-74.61938,35.5252,0000000025535F03,9588,9588,-1,05-01-2013 00:00,2000,1,System migration,0,System update,26-09-2016 00:00,OLD210539,9944271
3187,2,ITA,320998635    HOME,WORK,0,C2024,01-06-2021,1111 Church Rd,Unit 13,Jacksonville,FL,West Tower,Floor 3,32099-9526,01-06-2021 00:00,R915,-115.307044,40.947852,000000001C753AA8,9851,9588,1000,24-01-2012 00:00,-2,2,Data import,1,Verified,01-06-2021 00:00,OLD242967,6003714
3188,1,ITA,190192062    BILL,BILL,0,R759,04-01-2021,4333 Church Rd,Apt 111,Philadelphia,PA,West Tower,Mezzanine,19019-9328,04-01-2021 00:00,VERIFIED,-82.55503,29.375032,0000000011767DDE,9422,9422,2000,23-04-2012 00:00,-2,4,Initial load,0,NCOA update,04-01-2021 00:00,OLD872395,1302299
3188,2,ESP,787013178    HOME,OTHER,0,R961,18-08-2025,7979 Washington Ave,#400,Austin,TX,South Wing,Floor 1,78701-6170,18-08-2025 00:00,VALID,-111.934973,41.89362,000000003559C458,9330,9422,-1,11-07-2013 00:00,-1,2,Initial load,0,NCOA update,18-08-2025 00:00,OLD935474,5659799
3189,1,CAN,430044392    SHIP,HOME,1,R639,03-01-2020,6215 Salido Ave,#652,Columbus,OH,West Tower,Floor 3,43004-6406,03-01-2020 00:00,R914,-99.078574,29.527657,00000000312EFD50,9588,9330,-1,26-05-2013 00:00,-1,1,Initial load,0,NCOA update,03-01-2020 00:00,OLD389626,6583976
3189,2,CAN,782011347    MAIL,MAIL,0,R123,28-08-2017,923 Pine Ave,#950,San Antonio,TX,South Wing,Floor 3,78201-8639,28-08-2017 00:00,VERIFIED,-89.103193,40.735637,0000000000B33E90,9851,2,1000,21-09-2014 00:00,2000,4,Address verification,0,Verified,28-08-2017 00:00,OLD613183,5554677
3190,1,AUS,752011331    BILL,MAIL,1,C5513,18-12-2018,8533 Church Rd,Suite 773,Dallas,TX,Building A,Ground Floor,75201-2736,18-12-2018 00:00,R914,-81.043159,41.203087,0000000039D23A26,9422,9330,-1,03-12-2012 00:00,1000,4,System migration,1,Updated by customer,18-12-2018 00:00,OLD727023,8843555
3190,2,MEX,100019771    BILL,OTHER,1,C9838,10-12-2020,9073 Church Rd,#650,New York,NY,South Wing,Mezzanine,10001-6183,10-12-2020 00:00,R914,-70.899536,39.279525,0000000037ECDD79,9851,9330,3000,26-03-2013 00:00,2000,1,Initial load,0,Manual correction,10-12-2020 00:00,OLD369448,1180663
3191,1,AUS,320997783    BILL,SHIP,1,R815,09-07-2014,1665 Pine Ave,#893,Jacksonville,FL,South Wing,Floor 3,32099-7770,09-07-2014 00:00,VERIFIED,-85.839327,27.070828,000000002854A9F6,9451,9851,-2,11-08-2012 00:00,3000,2,Customer update,0,Verified,09-07-2014 00:00,OLD981353,5411921
3192,1,DEU,782011484    BILL,SHIP,1,C3541,28-02-2015,2480 Market St,#290,San Antonio,TX,Building A,Mezzanine,78201-1958,28-02-2015 00:00,VALID,-77.707588,25.6782,00000000175C864A,9422,9451,-1,24-05-2013 00:00,1000,1,Customer update,1,System update,28-02-2015 00:00,OLD809195,6078821
3193,1,GBR,761012854    HOME,WORK,0,R726,17-07-2025,778 Hill St,Suite 911,Fort Worth,TX,Building A,Mezzanine,76101-2272,17-07-2025 00:00,VALID,-102.336197,27.252912,00000000229C591F,5011,2,2000,28-06-2014 00:00,3000,2,Data import,3,Updated by customer,17-07-2025 00:00,OLD201692,8990242
3194,1,MEX,282011871    BILL,MAIL,1,R546,16-06-2019,1273 Hill St,Apt 131,Charlotte,NC,West Tower,Mezzanine,28201-6419,16-06-2019 00:00,R914,-107.466554,49.067973,0000000012B905CB,5011,9451,3000,13-12-2013 00:00,-2,3,System migration,0,Updated by customer,16-06-2019 00:00,OLD244331,7243389
3195,1,CAN,770014633    MAIL,SHIP,0,C4730,05-05-2018,6892 Salido Ave,Unit 7,Houston,TX,West Tower,Ground Floor,77001-5960,05-05-2018 00:00,VERIFIED,-100.339692,40.708526,00000000102D47F6,9330,9851,3000,07-07-2012 00:00,1000,3,Initial load,2,System update,05-05-2018 00:00,OLD504300,1382452
3195,2,ESP,951011810    SHIP,BILL,1,C5097,14-11-2017,3179 Pine Ave,Apt 728,San Jose,CA,Building A,Floor 3,95101-2682,14-11-2017 00:00,R913,-68.779438,37.323996,00000000010600A4,2,1,1000,07-05-2014 00:00,3000,1,Initial load,2,Verified,14-11-2017 00:00,OLD394867,6593369
3196,1,CAN,787017983    MAIL,OTHER,1,R824,15-12-2023,2645 Market St,Unit 35,Austin,TX,East Tower,Ground Floor,78701-7889,15-12-2023 00:00,R913,-115.679456,33.498077,0000000024981075,1,9451,-2,31-08-2013 00:00,-2,4,System migration,0,NCOA update,15-12-2023 00:00,OLD412344,1175870
3196,2,FRA,752015042    HOME,WORK,0,R997,21-09-2021,1120 Main St,Unit 50,Dallas,TX,East Tower,Mezzanine,75201-5937,21-09-2021 00:00,VALID,-118.29513,45.595099,00000000090F05FD,9851,9330,-2,23-10-2013 00:00,-2,4,System migration,1,NCOA update,21-09-2021 00:00,OLD923747,2809281
3197,1,FRA,606012103    MAIL,BILL,1,C9126,16-07-2016,1613 Leisure Ln,Suite 459,Chicago,IL,Building B,Floor 1,60601-2816,16-07-2016 00:00,R914,-103.04383,35.535977,0000000024BB3F65,1,2,2000,16-06-2013 00:00,-1,1,Data import,0,NCOA update,16-07-2016 00:00,OLD287700,6091106
3198,1,FRA,130682657    SHIP,BILL,0,R493,10-03-2019,2467 Park Ln,Unit 36,Freeville,NY,South Wing,Ground Floor,13068-4442,10-03-2019 00:00,R915,-96.752722,28.309734,000000000745C901,2,9422,3000,28-10-2012 00:00,-1,3,Initial load,3,Verified,10-03-2019 00:00,OLD731249,4534541
3199,1,AUS,282016073    HOME,BILL,1,R419,28-11-2014,4986 Leisure Ln,Suite 933,Charlotte,NC,Building A,Floor 1,28201-3468,28-11-2014 00:00,R913,-115.791954,46.602034,00000000377FDC7D,2,9851,-1,24-06-2013 00:00,-2,4,Customer update,2,System update,28-11-2014 00:00,OLD992597,2497089
3199,2,JPN,320998666    HOME,HOME,0,C1565,01-01-2022,9504 Market St,Unit 21,Jacksonville,FL,Building B,Mezzanine,32099-4138,01-01-2022 00:00,R914,-99.521161,27.411518,0000000000666CEE,9422,2,-2,03-10-2013 00:00,-2,1,Initial load,0,System update,01-01-2022 00:00,OLD801941,8733674
3200,1,MEX,770014056    BILL,HOME,0,R283,10-08-2020,7102 Park Ln,Unit 23,Houston,TX,East Tower,Floor 2,77001-5974,10-08-2020 00:00,R914,-78.712112,36.615334,0000000024853E4E,5011,9588,-2,05-05-2012 00:00,1000,2,Data import,3,Updated by customer,10-08-2020 00:00,OLD789950,1017162
3200,2,CAN,130681863    HOME,OTHER,0,R248,11-07-2018,5605 Oak Ave,#932,Freeville,NY,South Wing,Floor 1,13068-5380,11-07-2018 00:00,VALID,-107.952093,34.555507,0000000009BF8744,9451,9330,2000,12-06-2014 00:00,3000,3,Customer update,0,Updated by customer,11-07-2018 00:00,OLD770146,3723953
3201,1,FRA,430041824    BILL,OTHER,0,C9368,20-05-2015,2397 Leisure Ln,Suite 730,Columbus,OH,Building B,Mezzanine,43004-1205,20-05-2015 00:00,R914,-100.128101,25.815215,00000000356BEA79,1,9422,1000,03-09-2013 00:00,3000,3,Address verification,0,System update,20-05-2015 00:00,OLD583036,1596524
3201,2,JPN,320996467    BILL,HOME,0,C7622,18-02-2015,9928 Church Rd,Suite 612,Jacksonville,FL,Building B,Ground Floor,32099-1440,18-02-2015 00:00,VERIFIED,-70.854528,45.607299,000000001B25C7D9,1,1,3000,18-09-2012 00:00,3000,3,Initial load,1,NCOA update,18-02-2015 00:00,OLD801420,8519880
3202,1,GBR,951015671    MAIL,OTHER,1,C7250,28-01-2021,5564 Hill St,Suite 908,San Jose,CA,West Tower,Mezzanine,95101-7189,28-01-2021 00:00,R913,-108.286406,42.639496,0000000025814DF2,2,5011,1000,10-11-2012 00:00,2000,3,Address verification,1,System update,28-01-2021 00:00,OLD919134,3323519
3202,2,GBR,770014917    MAIL,MAIL,1,R954,20-05-2025,9757 Cedar Rd,Suite 254,Houston,TX,Building B,Floor 1,77001-2544,20-05-2025 00:00,R915,-124.542039,46.354776,00000000077D2BBA,9451,9851,1000,23-03-2012 00:00,2000,1,Initial load,2,Manual correction,20-05-2025 00:00,OLD822179,1614956
3203,1,CAN,900012983    BILL,OTHER,0,R495,06-10-2022,3941 Broadway,Unit 4,Los Angeles,CA,West Tower,Floor 3,90001-9264,06-10-2022 00:00,R914,-75.733853,48.810634,000000000A5DF25B,9588,5011,2000,28-03-2012 00:00,2000,2,Address verification,3,Verified,06-10-2022 00:00,OLD245532,6068776
3204,1,ESP,782015374    WORK,HOME,0,R738,15-06-2015,8621 Oak Ave,Unit 5,San Antonio,TX,Building A,Mezzanine,78201-3134,15-06-2015 00:00,VERIFIED,-81.039098,34.576843,0000000011FED4D8,9422,9588,1000,14-08-2014 00:00,2000,1,Address verification,0,Verified,15-06-2015 00:00,OLD896834,2848924
3205,1,JPN,787012113    MAIL,HOME,0,R173,29-09-2022,8530 Salido Ave,Apt 75,Austin,TX,Building B,Floor 1,78701-7265,29-09-2022 00:00,R914,-113.746394,45.264792,00000000147F19E2,9451,9851,-2,22-01-2013 00:00,3000,4,Address verification,3,Verified,29-09-2022 00:00,OLD908959,6080414
