customer_id,language_code,alpha_key,phonetic_key,customer_no,title,first_name,last_name,gender,marital_status,next_address_id,distribution_status,landmark_date_a,landmark_date_b,segmentation_value_a,segmentation_value_b,segmentation_value_c,segmentation_value_d,segmentation_code_a,segmentation_code_b,segmentation_code_c,segmentation_code_d,segmentation_flag_a,segmentation_flag_b,segmentation_flag_c,segmentation_flag_d,segmentation_flag_e,segmentation_flag_f,status,salutation,head_of_household_flag,timestamp,original_division_id,company_name,job_title,birth_date,birth_day,is_complete,complete_date,complete_modify_date,system_modify_date
2188,GER,ANDE    JESS,ANDEJE,99464604143,Mrs,Jessica,Anderson,M,U,1,0,06-09-2016,19-11-2016,BASIC,VERY_HIGH,INACTIVE,ONLINE,A,5,Y,S,0,1,0,0,1,1,I,Mrs Jessica Anderson,0,00000000041B144D,1,Retail Group,VP Sales,24-09-1986,24,0,06-09-2016 00:00,14-10-2016 00:00,30-05-2017 00:00
2189,FRE,WILS    JAME,WILSJA,85406911255,Ms,James,Wilson,M,W,3,0,15-08-2021,05-11-2021,BASIC,VERY_HIGH,ENGAGED,RETAIL,E,4,Z,Q,1,0,0,0,1,1,P,Mr James Wilson,0,0000000008DFF900,3,Services Inc,Specialist,08-04-1949,8,0,15-08-2021 00:00,27-10-2021 00:00,31-08-2022 00:00
2190,SPA,WILS    SARA,WILSSA,71002918884,Ms,Sarah,Wilson,F,M,1,0,17-06-2012,13-05-2013,PREMIUM,VERY_HIGH,DORMANT,HYBRID,D,2,Z,P,0,0,0,1,1,0,A,Mr Sarah Wilson,0,0000000010D8FA3D,3,Services Inc,Manager,19-03-1969,19,1,17-06-2012 00:00,23-07-2012 00:00,21-10-2013 00:00
2191,GER,TAYL    SUSA,TAYLSU,58174115718,Dr,Susan,Taylor,M,W,1,0,10-04-2024,07-01-2025,PREMIUM,HIGH,ACTIVE,BOTH,D,2,Z,Q,1,0,0,0,1,0,P,Mr Susan Taylor,0,000000001716C2BE,1,Global Enterprises,Consultant,28-02-1962,28,1,10-04-2024 00:00,27-04-2024 00:00,14-06-2024 00:00
2192,GER,WILS    JOHN,WILSJO,85706584366,Prof,John,Wilson,F,D,1,1,28-02-2018,21-06-2018,STANDARD,LOW,INACTIVE,RETAIL,B,5,X,P,1,1,1,0,1,0,I,Ms John Wilson,1,000000001C39CC9B,1,XYZ Industries,Consultant,14-04-1975,14,0,28-02-2018 00:00,27-05-2018 00:00,06-10-2018 00:00
2193,CHI,WILS    JENN,WILSJE,56853618381,Mr,Jennifer,Wilson,M,S,1,1,12-07-2018,20-08-2018,BASIC,VERY_HIGH,ACTIVE,RETAIL,C,2,W,S,1,0,1,0,0,0,I,Ms Jennifer Wilson,1,000000001A24B36F,3,Services Inc,CEO,17-10-1973,17,1,12-07-2018 00:00,11-08-2018 00:00,09-10-2019 00:00
2194,JPN,GARC    ROBE,GARCRO,65407375314,Mrs,Robert,Garcia,M,D,1,0,18-07-2019,18-06-2020,GOLD,VERY_HIGH,ACTIVE,ONLINE,B,4,Y,P,1,0,0,1,1,0,I,Mr Robert Garcia,1,0000000037AB5D5E,3,Services Inc,Manager,24-05-1983,24,0,18-07-2019 00:00,27-09-2019 00:00,12-03-2020 00:00
2195,ITA,WILS    DAVI,WILSDA,21381076863,Mr,David,Wilson,F,D,2,1,01-07-2016,06-04-2017,STANDARD,LOW,INACTIVE,HYBRID,C,2,X,S,1,0,1,0,1,0,A,Dr David Wilson,1,00000000385D8AC5,2,Consulting LLC,Consultant,19-10-1986,19,1,01-07-2016 00:00,27-08-2016 00:00,18-07-2017 00:00
2196,GER,RODR    JAME,RODRJA,65163177563,Mr,James,Rodriguez,M,W,2,0,18-11-2024,31-08-2025,GOLD,VERY_HIGH,ACTIVE,RETAIL,B,3,X,Q,0,1,0,0,1,0,A,Ms James Rodriguez,1,00000000046BFB3D,1,ABC Corp,VP Sales,18-05-1971,18,0,18-11-2024 00:00,23-11-2024 00:00,25-12-2024 00:00
2197,FRE,JACK    JOSE,JACKJO,95697080773,Mrs,Joseph,Jackson,M,W,1,1,11-11-2024,10-03-2025,VIP,MEDIUM,INACTIVE,ONLINE,E,2,Y,P,0,0,0,0,1,0,A,Mrs Joseph Jackson,1,00000000008912E6,1,Global Enterprises,VP Sales,01-07-1949,1,0,11-11-2024 00:00,16-12-2024 00:00,29-12-2024 00:00
2198,FRE,MART    ELIZ,MARTEL,71206041621,Dr,Elizabeth,Martinez,F,U,1,0,11-01-2018,10-12-2018,PREMIUM,MEDIUM,ENGAGED,HYBRID,E,5,X,R,1,0,0,0,0,1,P,Mrs Elizabeth Martinez,1,0000000023449F6A,1,Consulting LLC,Specialist,13-01-1947,13,0,11-01-2018 00:00,16-04-2018 00:00,14-04-2019 00:00
2199,GER,MILL    MARY,MILLMA,46266059285,Mr,Mary,Miller,M,M,3,0,04-02-2019,18-09-2019,GOLD,LOW,ACTIVE,BOTH,D,3,Y,Q,0,1,1,0,0,0,A,Mrs Mary Miller,0,000000001CC059DE,3,ABC Corp,Analyst,10-08-1989,10,1,04-02-2019 00:00,14-05-2019 00:00,09-04-2020 00:00
2200,POR,HERN    CHAR,HERNCH,24055112715,Mrs,Charles,Hernandez,F,S,1,1,11-07-2024,21-02-2025,PREMIUM,VERY_HIGH,INACTIVE,BOTH,B,2,X,P,1,0,0,1,1,1,A,Mr Charles Hernandez,1,0000000016C2AA37,1,Tech Solutions,VP Sales,22-05-1960,22,0,11-07-2024 00:00,26-08-2024 00:00,04-10-2024 00:00
2201,ENG,THOM    LIND,THOMLI,72899748698,Dr,Linda,Thomas,M,M,1,0,14-06-2023,01-06-2024,GOLD,VERY_HIGH,ENGAGED,ONLINE,E,3,Z,P,0,0,0,0,0,1,I,Dr Linda Thomas,1,00000000069094B1,1,Global Enterprises,Manager,25-11-1978,25,1,14-06-2023 00:00,16-08-2023 00:00,28-06-2023 00:00
2202,FRE,THOM    WILL,THOMWI,14546821547,Mr,William,Thomas,M,M,1,0,19-03-2017,02-06-2017,PREMIUM,HIGH,ACTIVE,RETAIL,E,2,Y,P,0,0,1,0,1,0,A,Mr William Thomas,1,00000000203D5228,3,Consulting LLC,VP Sales,25-01-1985,25,1,19-03-2017 00:00,05-05-2017 00:00,12-08-2017 00:00
2203,POR,WILL    MICH,WILLMI,61096166037,Ms,Michael,Williams,F,S,3,1,16-02-2015,12-04-2015,GOLD,VERY_HIGH,ACTIVE,BOTH,C,2,Y,P,1,0,0,0,1,0,A,Dr Michael Williams,1,0000000013F863B6,2,Consulting LLC,Analyst,10-12-1956,10,0,16-02-2015 00:00,12-03-2015 00:00,01-07-2015 00:00
2204,FRE,MART    ROBE,MARTRO,46932561652,Prof,Robert,Martinez,F,D,1,0,19-11-2022,31-12-2022,GOLD,HIGH,ACTIVE,RETAIL,C,2,X,P,0,1,0,1,0,1,I,Mr Robert Martinez,1,000000002E0616C3,1,ABC Corp,VP Sales,10-01-1970,10,1,19-11-2022 00:00,03-12-2022 00:00,18-03-2024 00:00
2205,POR,MILL    KARE,MILLKA,36521334310,Mrs,Karen,Miller,M,D,2,1,19-04-2012,26-06-2012,BASIC,HIGH,ACTIVE,ONLINE,C,2,X,R,0,1,1,0,0,1,A,Dr Karen Miller,0,000000002DF73A4D,2,Services Inc,Engineer,23-09-1947,23,1,19-04-2012 00:00,09-05-2012 00:00,26-01-2013 00:00
2206,CHI,GONZ    ELIZ,GONZEL,33859723490,Dr,Elizabeth,Gonzalez,M,M,3,0,18-04-2014,05-12-2014,STANDARD,LOW,INACTIVE,BOTH,A,5,X,S,0,1,0,0,1,1,A,Mr Elizabeth Gonzalez,1,000000002E9D6E5F,2,Tech Solutions,Analyst,17-02-1986,17,0,18-04-2014 00:00,15-07-2014 00:00,28-06-2014 00:00
2207,FRE,MOOR    DAVI,MOORDA,84858173418,Dr,David,Moore,M,M,1,1,05-10-2020,05-04-2021,VIP,VERY_HIGH,ACTIVE,HYBRID,D,5,W,Q,1,1,1,0,0,0,P,Ms David Moore,0,00000000147FE872,3,Retail Group,Manager,01-01-1973,1,1,05-10-2020 00:00,18-12-2020 00:00,05-09-2021 00:00
2208,ENG,GARC    JENN,GARCJE,43815232099,Mr,Jennifer,Garcia,M,D,1,1,20-03-2019,07-08-2019,PREMIUM,MEDIUM,ACTIVE,ONLINE,C,2,X,R,1,1,1,0,1,1,A,Mr Jennifer Garcia,0,000000003B81A5D4,3,Global Enterprises,VP Sales,24-06-1955,24,0,20-03-2019 00:00,04-06-2019 00:00,13-07-2020 00:00
2209,CHI,DAVI    BARB,DAVIBA,60037476152,Ms,Barbara,Davis,M,S,2,1,22-01-2016,09-09-2016,PREMIUM,HIGH,DORMANT,HYBRID,A,1,W,P,0,0,1,1,1,0,A,Ms Barbara Davis,1,000000000788FA81,3,Consulting LLC,Engineer,15-06-1964,15,0,22-01-2016 00:00,30-03-2016 00:00,24-07-2016 00:00
2210,ENG,BROW    MARY,BROWMA,10836151753,Dr,Mary,Brown,M,M,2,1,23-01-2024,23-10-2024,PREMIUM,HIGH,DORMANT,HYBRID,E,4,X,Q,1,0,0,0,0,1,A,Dr Mary Brown,0,0000000002DB9375,1,XYZ Industries,Analyst,25-11-1948,25,1,23-01-2024 00:00,19-03-2024 00:00,06-05-2025 00:00
2211,SPA,WILS    JOHN,WILSJO,60513717232,Prof,John,Wilson,M,D,3,1,04-08-2022,10-04-2023,PREMIUM,VERY_HIGH,DORMANT,BOTH,E,5,X,R,0,1,0,1,1,0,P,Mr John Wilson,0,000000001816E12F,3,ABC Corp,Engineer,23-09-1954,23,0,04-08-2022 00:00,24-10-2022 00:00,18-07-2023 00:00
2212,CHI,RODR    JENN,RODRJE,40769751615,Mr,Jennifer,Rodriguez,M,M,1,0,24-06-2013,08-08-2013,BASIC,LOW,INACTIVE,RETAIL,E,2,Y,R,0,1,0,0,0,1,P,Dr Jennifer Rodriguez,0,000000002C18BDB8,3,Global Enterprises,Specialist,25-04-1994,25,1,24-06-2013 00:00,02-09-2013 00:00,01-11-2013 00:00
2213,SPA,RODR    THOM,RODRTH,61759532073,Mrs,Thomas,Rodriguez,M,S,3,0,08-05-2025,17-02-2026,GOLD,LOW,INACTIVE,HYBRID,A,2,Y,P,0,0,0,0,0,1,A,Mrs Thomas Rodriguez,1,0000000026F0FAD3,2,Services Inc,VP Sales,04-03-1987,4,0,08-05-2025 00:00,16-08-2025 00:00,03-03-2026 00:00
2214,JPN,BROW    JESS,BROWJE,13753081356,Mr,Jessica,Brown,M,S,3,1,10-07-2019,30-12-2019,STANDARD,MEDIUM,ENGAGED,RETAIL,B,3,W,S,0,0,0,0,1,0,A,Mrs Jessica Brown,0,00000000035C6C40,3,Services Inc,Engineer,02-02-1954,2,1,10-07-2019 00:00,19-08-2019 00:00,10-07-2019 00:00
2215,CHI,MILL    KARE,MILLKA,25345305627,Ms,Karen,Miller,M,U,1,0,14-06-2023,28-07-2023,VIP,VERY_HIGH,DORMANT,HYBRID,E,2,X,P,0,0,1,1,1,1,I,Dr Karen Miller,0,000000000EFE38EC,2,XYZ Industries,VP Sales,23-07-1959,23,0,14-06-2023 00:00,09-07-2023 00:00,21-10-2024 00:00
2216,JPN,RODR    THOM,RODRTH,49041762913,Mrs,Thomas,Rodriguez,M,W,1,0,19-08-2017,14-03-2018,PREMIUM,MEDIUM,DORMANT,BOTH,A,3,X,S,0,0,0,0,1,0,A,Dr Thomas Rodriguez,0,00000000263A8598,2,Consulting LLC,VP Sales,23-01-1997,23,0,19-08-2017 00:00,26-11-2017 00:00,26-10-2017 00:00
2217,JPN,MOOR    JENN,MOORJE,29228082433,Dr,Jennifer,Moore,F,W,3,0,27-04-2016,24-11-2016,BASIC,LOW,ACTIVE,BOTH,E,2,X,P,0,1,1,1,1,0,A,Dr Jennifer Moore,1,000000002610C212,3,Consulting LLC,VP Sales,03-06-1954,3,0,27-04-2016 00:00,14-07-2016 00:00,05-07-2017 00:00
2218,ENG,GONZ    ELIZ,GONZEL,96190585732,Mrs,Elizabeth,Gonzalez,M,S,2,1,29-03-2023,12-06-2023,GOLD,HIGH,ENGAGED,ONLINE,E,3,Z,Q,0,1,0,0,0,0,I,Ms Elizabeth Gonzalez,1,0000000038ECBAB3,1,Consulting LLC,VP Sales,17-08-1954,17,1,29-03-2023 00:00,14-05-2023 00:00,30-03-2024 00:00
2219,ENG,MILL    RICH,MILLRI,36088259763,Dr,Richard,Miller,M,M,2,1,25-07-2024,04-05-2025,BASIC,MEDIUM,ACTIVE,BOTH,B,3,Z,Q,1,0,0,1,1,1,I,Mrs Richard Miller,0,000000002428E630,2,XYZ Industries,Engineer,21-01-1977,21,1,25-07-2024 00:00,31-10-2024 00:00,25-03-2025 00:00
2220,POR,THOM    JOHN,THOMJO,16976779168,Ms,John,Thomas,M,S,1,1,02-08-2021,16-01-2022,STANDARD,HIGH,ENGAGED,BOTH,A,4,Y,R,0,1,0,0,1,1,A,Dr John Thomas,0,000000000F547318,3,Global Enterprises,CEO,28-08-1952,28,1,02-08-2021 00:00,17-08-2021 00:00,03-09-2022 00:00
2221,SPA,JACK    JOHN,JACKJO,68071322825,Prof,John,Jackson,M,S,3,1,19-09-2016,09-08-2017,PREMIUM,LOW,ENGAGED,ONLINE,D,4,W,Q,0,0,0,0,0,1,A,Mrs John Jackson,0,0000000021389EEA,3,Consulting LLC,Engineer,07-10-1998,7,0,19-09-2016 00:00,24-10-2016 00:00,14-08-2017 00:00
2222,CHI,MART    DAVI,MARTDA,70267615552,Mr,David,Martin,F,W,3,1,15-10-2023,22-04-2024,BASIC,LOW,ACTIVE,HYBRID,C,4,W,P,1,1,1,0,0,0,A,Ms David Martin,1,000000002B01C777,3,Global Enterprises,Director,09-04-1989,9,0,15-10-2023 00:00,16-11-2023 00:00,28-08-2024 00:00
2223,ITA,WILL    WILL,WILLWI,63211352266,Prof,William,Williams,M,W,1,1,19-04-2019,16-01-2020,GOLD,VERY_HIGH,INACTIVE,ONLINE,D,5,Z,P,0,0,1,0,1,1,A,Mr William Williams,1,000000002FC1A553,2,Tech Solutions,CEO,24-01-1976,24,0,19-04-2019 00:00,29-05-2019 00:00,26-06-2019 00:00
2224,CHI,MART    JAME,MARTJA,24384172298,Prof,James,Martinez,M,U,3,1,21-05-2021,02-07-2021,STANDARD,VERY_HIGH,DORMANT,RETAIL,B,5,X,S,1,0,0,0,1,0,A,Mr James Martinez,0,000000000E68F3D9,3,Consulting LLC,Engineer,23-02-1997,23,1,21-05-2021 00:00,21-07-2021 00:00,26-07-2021 00:00
2225,SPA,BROW    SARA,BROWSA,81246926655,Mrs,Sarah,Brown,M,W,3,0,20-11-2015,07-04-2016,PREMIUM,HIGH,ENGAGED,ONLINE,D,1,W,S,0,0,1,0,0,1,A,Mr Sarah Brown,1,000000001938C8D1,3,Services Inc,VP Sales,11-02-1968,11,0,20-11-2015 00:00,20-01-2016 00:00,07-02-2016 00:00
2226,ENG,MART    ELIZ,MARTEL,26124537376,Prof,Elizabeth,Martin,M,U,3,0,28-03-2018,10-11-2018,VIP,MEDIUM,INACTIVE,HYBRID,D,3,X,S,1,1,0,0,0,0,P,Ms Elizabeth Martin,1,000000000197A5F9,1,Tech Solutions,CEO,20-12-1981,20,1,28-03-2018 00:00,02-07-2018 00:00,05-10-2018 00:00
2227,JPN,RODR    RICH,RODRRI,76113907938,Prof,Richard,Rodriguez,M,U,1,1,10-10-2022,18-08-2023,GOLD,HIGH,DORMANT,ONLINE,A,5,Z,S,0,1,1,1,1,1,A,Ms Richard Rodriguez,1,0000000030562645,2,Consulting LLC,CEO,02-07-1975,2,0,10-10-2022 00:00,18-11-2022 00:00,23-09-2023 00:00
2228,FRE,BROW    CHAR,BROWCH,21079291626,Ms,Charles,Brown,M,S,3,1,19-08-2012,01-12-2012,PREMIUM,VERY_HIGH,DORMANT,RETAIL,A,3,Z,S,0,0,1,1,1,0,A,Dr Charles Brown,0,0000000026B26FD2,1,Services Inc,Analyst,18-03-1950,18,0,19-08-2012 00:00,18-10-2012 00:00,25-02-2013 00:00
2229,GER,JOHN    MICH,JOHNMI,82543488238,Prof,Michael,Johnson,F,U,1,1,17-04-2017,01-03-2018,VIP,MEDIUM,INACTIVE,ONLINE,E,4,X,S,0,0,1,0,0,1,A,Mrs Michael Johnson,1,0000000026252C4F,3,XYZ Industries,Specialist,17-01-1974,17,0,17-04-2017 00:00,17-07-2017 00:00,29-04-2017 00:00
2230,JPN,GARC    JOHN,GARCJO,13584513701,Ms,John,Garcia,M,S,1,0,26-07-2022,21-01-2023,BASIC,LOW,ACTIVE,HYBRID,B,5,Y,Q,1,0,0,1,1,1,A,Mr John Garcia,0,0000000004D66D67,3,ABC Corp,Director,26-10-1999,26,1,26-07-2022 00:00,20-09-2022 00:00,18-09-2023 00:00
2231,SPA,MOOR    JOHN,MOORJO,24961089451,Ms,John,Moore,M,S,3,1,28-05-2023,13-07-2023,PREMIUM,HIGH,DORMANT,BOTH,A,2,Y,R,1,0,0,1,0,1,A,Mrs John Moore,0,0000000027B26928,2,XYZ Industries,Specialist,05-02-1990,5,1,28-05-2023 00:00,08-06-2023 00:00,05-03-2024 00:00
2232,JPN,JACK    LIND,JACKLI,67958410147,Mrs,Linda,Jackson,F,W,1,1,30-06-2014,13-06-2015,STANDARD,VERY_HIGH,DORMANT,BOTH,B,4,Z,S,1,0,1,0,1,0,P,Mr Linda Jackson,1,0000000007971EE1,2,Retail Group,Engineer,02-04-1979,2,0,30-06-2014 00:00,06-07-2014 00:00,29-10-2014 00:00
2233,CHI,HERN    JOSE,HERNJO,14462741367,Mrs,Joseph,Hernandez,M,U,2,1,13-08-2020,12-10-2020,STANDARD,LOW,ENGAGED,RETAIL,A,4,W,Q,0,1,0,1,1,0,A,Mr Joseph Hernandez,0,000000003B82984C,3,ABC Corp,Manager,15-04-1946,15,1,13-08-2020 00:00,28-09-2020 00:00,14-10-2021 00:00
2234,SPA,ANDE    SARA,ANDESA,10711382856,Dr,Sarah,Anderson,M,S,1,0,07-09-2012,17-04-2013,STANDARD,LOW,ACTIVE,RETAIL,A,3,X,Q,1,0,1,1,1,0,I,Mr Sarah Anderson,1,0000000022049DC1,3,Tech Solutions,CEO,08-02-1987,8,1,07-09-2012 00:00,22-09-2012 00:00,31-08-2013 00:00
2235,FRE,THOM    WILL,THOMWI,37015740904,Ms,William,Thomas,M,U,1,0,19-03-2024,11-01-2025,PREMIUM,LOW,ENGAGED,HYBRID,B,2,W,Q,0,0,1,0,0,1,A,Mrs William Thomas,1,000000002221DA55,3,Services Inc,Engineer,12-09-1967,12,1,19-03-2024 00:00,24-06-2024 00:00,17-06-2024 00:00
2236,ENG,GONZ    MARY,GONZMA,39327015639,Ms,Mary,Gonzalez,F,W,1,0,13-10-2023,04-12-2023,BASIC,LOW,ACTIVE,ONLINE,D,2,Y,P,0,1,0,1,1,0,A,Dr Mary Gonzalez,1,000000003B3BEB59,3,Retail Group,Manager,02-11-1989,2,0,13-10-2023 00:00,05-12-2023 00:00,06-07-2024 00:00
2237,ENG,WILL    THOM,WILLTH,31745434213,Mrs,Thomas,Williams,M,M,1,1,10-09-2015,12-07-2016,BASIC,VERY_HIGH,INACTIVE,ONLINE,E,4,Z,R,0,1,0,0,0,1,A,Mr Thomas Williams,0,0000000017E88AE2,3,Services Inc,Specialist,02-07-1996,2,0,10-09-2015 00:00,08-10-2015 00:00,07-05-2016 00:00
2238,ENG,GARC    THOM,GARCTH,94042425252,Ms,Thomas,Garcia,M,S,1,0,19-07-2022,01-01-2023,VIP,HIGH,DORMANT,ONLINE,D,1,X,P,1,1,1,1,0,1,P,Ms Thomas Garcia,0,0000000012E22539,1,Tech Solutions,Manager,11-02-1964,11,0,19-07-2022 00:00,18-08-2022 00:00,09-09-2023 00:00
2239,JPN,TAYL    LIND,TAYLLI,56401776140,Ms,Linda,Taylor,M,D,1,0,25-04-2020,02-11-2020,BASIC,VERY_HIGH,INACTIVE,BOTH,C,1,Z,R,0,1,0,0,0,1,A,Ms Linda Taylor,1,0000000000AAABA4,3,Retail Group,VP Sales,10-10-1998,10,0,25-04-2020 00:00,14-07-2020 00:00,15-08-2021 00:00
2240,FRE,MART    RICH,MARTRI,52727256980,Prof,Richard,Martinez,F,S,2,1,08-02-2022,15-09-2022,GOLD,LOW,ENGAGED,ONLINE,D,2,Z,R,1,0,0,0,0,0,P,Dr Richard Martinez,0,0000000026158407,2,Services Inc,Specialist,20-03-1970,20,0,08-02-2022 00:00,19-04-2022 00:00,30-08-2022 00:00
2241,ITA,WILL    JENN,WILLJE,66012454927,Mrs,Jennifer,Williams,M,M,3,1,21-07-2012,10-12-2012,BASIC,HIGH,ACTIVE,ONLINE,B,1,X,Q,0,0,0,0,0,1,A,Mrs Jennifer Williams,1,0000000020F3BEE5,2,Retail Group,Analyst,20-06-1977,20,1,21-07-2012 00:00,13-09-2012 00:00,18-04-2013 00:00
2242,POR,THOM    JENN,THOMJE,43005597418,Prof,Jennifer,Thomas,M,M,1,0,20-10-2014,30-12-2014,GOLD,HIGH,DORMANT,ONLINE,D,1,Z,S,0,1,0,1,1,1,A,Dr Jennifer Thomas,1,00000000135BFE0E,1,Services Inc,Director,17-12-1962,17,0,20-10-2014 00:00,22-10-2014 00:00,18-05-2015 00:00
2243,GER,SMIT    BARB,SMITBA,66569357931,Mr,Barbara,Smith,M,D,1,1,03-11-2012,24-01-2013,PREMIUM,LOW,ACTIVE,BOTH,C,4,Z,S,0,0,0,1,0,0,A,Ms Barbara Smith,1,000000002491A8B0,1,Services Inc,Engineer,21-04-1968,21,1,03-11-2012 00:00,25-01-2013 00:00,23-02-2013 00:00
2244,GER,TAYL    MARY,TAYLMA,79168629426,Prof,Mary,Taylor,M,S,2,1,02-09-2021,21-10-2021,PREMIUM,VERY_HIGH,INACTIVE,RETAIL,C,2,X,P,1,0,1,1,1,0,I,Mr Mary Taylor,0,000000002B4C085A,3,XYZ Industries,Manager,04-05-1966,4,0,02-09-2021 00:00,17-11-2021 00:00,31-12-2021 00:00
2245,SPA,LOPE    ELIZ,LOPEEL,30786547638,Mr,Elizabeth,Lopez,M,W,1,1,10-01-2012,03-07-2012,GOLD,LOW,ENGAGED,RETAIL,E,1,Y,R,0,0,0,0,1,0,I,Mr Elizabeth Lopez,1,000000000D9EC4D2,2,ABC Corp,Manager,23-04-1994,23,1,10-01-2012 00:00,14-03-2012 00:00,24-01-2012 00:00
2246,SPA,GONZ    BARB,GONZBA,30819392511,Dr,Barbara,Gonzalez,F,M,2,1,10-04-2019,11-09-2019,STANDARD,VERY_HIGH,DORMANT,HYBRID,E,1,X,R,0,1,0,1,1,0,A,Ms Barbara Gonzalez,1,00000000081C3C93,3,Tech Solutions,Analyst,06-01-1975,6,1,10-04-2019 00:00,29-05-2019 00:00,04-04-2020 00:00
2247,ITA,MOOR    ELIZ,MOOREL,66182620527,Dr,Elizabeth,Moore,F,U,1,0,17-03-2019,16-10-2019,STANDARD,LOW,ACTIVE,BOTH,B,3,Y,S,1,1,1,1,1,0,A,Dr Elizabeth Moore,0,0000000020345016,1,Global Enterprises,Manager,01-11-1984,1,1,17-03-2019 00:00,01-04-2019 00:00,10-04-2020 00:00
2248,JPN,THOM    JOSE,THOMJO,35952955498,Prof,Joseph,Thomas,F,S,2,0,04-07-2018,04-08-2018,STANDARD,HIGH,ACTIVE,RETAIL,C,3,W,S,0,0,0,0,1,1,P,Mr Joseph Thomas,0,000000003003E526,2,Tech Solutions,Analyst,02-11-1962,2,0,04-07-2018 00:00,30-09-2018 00:00,06-09-2019 00:00
2249,ENG,MART    KARE,MARTKA,31443009345,Mrs,Karen,Martinez,M,U,3,0,31-05-2016,28-05-2017,BASIC,LOW,ACTIVE,ONLINE,C,4,X,Q,0,1,1,1,0,1,P,Mr Karen Martinez,0,0000000032F889D6,1,Retail Group,Analyst,04-01-1954,4,1,31-05-2016 00:00,21-08-2016 00:00,30-07-2017 00:00
2250,CHI,DAVI    ELIZ,DAVIEL,67489892511,Mr,Elizabeth,Davis,M,W,3,1,14-06-2018,08-02-2019,BASIC,VERY_HIGH,ACTIVE,ONLINE,C,2,Z,S,0,1,1,1,1,1,A,Ms Elizabeth Davis,1,000000002626A2E3,3,Consulting LLC,Manager,22-06-1950,22,0,14-06-2018 00:00,25-07-2018 00:00,19-08-2019 00:00
2251,GER,DAVI    SUSA,DAVISU,16034758811,Dr,Susan,Davis,M,S,3,0,27-07-2022,01-10-2022,VIP,MEDIUM,ACTIVE,RETAIL,E,3,Y,S,0,0,0,1,1,0,A,Ms Susan Davis,0,0000000004D5F058,2,Consulting LLC,Director,19-11-1972,19,0,27-07-2022 00:00,15-09-2022 00:00,20-01-2023 00:00
2252,FRE,HERN    DAVI,HERNDA,28963406553,Prof,David,Hernandez,M,S,2,1,01-11-2015,18-08-2016,GOLD,MEDIUM,DORMANT,HYBRID,A,3,Y,P,1,0,1,0,1,1,P,Mr David Hernandez,0,000000003353BB07,3,Retail Group,Engineer,05-09-1958,5,0,01-11-2015 00:00,17-12-2015 00:00,15-07-2016 00:00
2253,JPN,JACK    JENN,JACKJE,22386252262,Prof,Jennifer,Jackson,M,U,1,0,18-07-2023,07-07-2024,VIP,HIGH,ENGAGED,HYBRID,D,1,Z,R,1,0,1,0,1,0,A,Mr Jennifer Jackson,0,000000001A746F4E,2,ABC Corp,VP Sales,10-10-1947,10,0,18-07-2023 00:00,20-07-2023 00:00,19-08-2023 00:00
2254,GER,MILL    LIND,MILLLI,50393629879,Dr,Linda,Miller,M,S,3,1,11-05-2014,09-04-2015,GOLD,LOW,ENGAGED,BOTH,B,1,Y,Q,1,0,1,1,0,1,A,Mr Linda Miller,0,0000000028DCC62E,3,Tech Solutions,VP Sales,20-07-1973,20,1,11-05-2014 00:00,10-07-2014 00:00,21-08-2015 00:00
2255,POR,GONZ    JOSE,GONZJO,19613028044,Mr,Joseph,Gonzalez,M,D,3,0,23-05-2014,03-07-2014,GOLD,HIGH,DORMANT,BOTH,B,1,X,P,0,1,0,1,1,1,A,Dr Joseph Gonzalez,1,000000002638FE0C,1,Global Enterprises,Director,26-06-1954,26,0,23-05-2014 00:00,07-07-2014 00:00,08-03-2015 00:00
2256,JPN,WILL    MARY,WILLMA,79363305129,Ms,Mary,Williams,M,W,1,0,25-04-2014,11-01-2015,PREMIUM,MEDIUM,ENGAGED,ONLINE,C,1,W,Q,0,0,0,0,1,1,A,Dr Mary Williams,1,000000000471FF02,1,Tech Solutions,Engineer,23-10-1971,23,0,25-04-2014 00:00,25-07-2014 00:00,05-07-2014 00:00
2257,SPA,JONE    JOHN,JONEJO,77253926234,Dr,John,Jones,M,M,1,0,27-09-2021,23-01-2022,GOLD,HIGH,DORMANT,BOTH,A,4,Y,R,0,0,0,0,1,0,A,Ms John Jones,0,000000001792EA71,1,Services Inc,Engineer,20-08-1998,20,1,27-09-2021 00:00,30-10-2021 00:00,07-10-2021 00:00
2258,ENG,SMIT    JENN,SMITJE,78931339478,Prof,Jennifer,Smith,M,U,2,0,27-01-2015,17-12-2015,PREMIUM,LOW,ENGAGED,ONLINE,D,3,X,S,0,1,0,0,0,0,A,Mr Jennifer Smith,1,000000000FA2CDB5,3,Global Enterprises,Engineer,07-05-1970,7,0,27-01-2015 00:00,08-02-2015 00:00,03-04-2015 00:00
2259,ENG,HERN    RICH,HERNRI,46815112872,Mr,Richard,Hernandez,M,U,2,1,14-06-2015,02-12-2015,VIP,MEDIUM,ACTIVE,BOTH,B,3,Z,S,1,0,1,0,0,0,P,Mrs Richard Hernandez,0,0000000006E3F2F7,3,Retail Group,Manager,09-12-1978,9,0,14-06-2015 00:00,08-09-2015 00:00,11-04-2016 00:00
