orderid,createdtimestamp,iscancelled,isconfirmed,maxfulfillmentstatusid,minfulfillmentstatusid,ordertypeid,orgid,sellinglocationid,messageid,utmcampaign,utmmedium,utmsource,customeremail,fulfillmentstatus,alternateorderid,order_source,payment_method,shipping_method,customer_type,device_type,browser
122001802,2024-12-28T00:00:00.000,False,True,3000,3000,WEB,dxlg-us,LOC2245,d8d36867-b639-4fa0-86f4-b37afeec7c11,fall_clearance,organic,affiliate,customer4402@email.com,Processing,ALT914697,MOBILE_APP,CREDIT_CARD,SAME_DAY,NEW,DESKTOP,Chrome
122001803,2023-02-11T00:00:00.000,False,True,2000,2000,PHONE,dxlg-us,LOC7527,543c4128-c86b-40c9-aa60-96b2dcba669b,fall_clearance,referral,bing,customer3457@email.com,Fulfilled,ALT881047,CALL_CENTER,PAYPAL,OVERNIGHT,RETURNING,TABLET,Edge
122001804,2024-02-05T00:00:00.000,False,True,3000,3000,MOBILE,dxlg-us,LOC3132,61529fe3-4d69-494c-bcd8-58e94b865c01,holiday_2024,organic,google,customer1220@email.com,Cancelled,ALT138607,CALL_CENTER,GIFT_CARD,STANDARD,NEW,DESKTOP,Chrome
122001805,2022-10-02T00:00:00.000,False,True,4000,4000,PHONE,dxlg-us,LOC7904,08c31357-5102-4ced-b8fb-1a0cbcd57ff1,spring_sale,email,bing,customer9222@email.com,Shipped,ALT720305,IN_STORE,PAYPAL,STANDARD,NEW,DESKTOP,Firefox
122001806,2025-08-19T00:00:00.000,False,True,2000,2000,PHONE,dxlg-us,LOC7582,4b5b7d85-703a-489e-a63e-68542c84b75a,holiday_2024,email,instagram,customer6020@email.com,Pending,ALT570472,IN_STORE,CREDIT_CARD,SAME_DAY,LOYALTY,APP,Chrome
122001807,2023-02-23T00:00:00.000,False,True,5000,5000,STORE,dxlg-us,LOC7551,e4cd0943-45e5-43d0-bf7e-af144e2e17cc,cyber_monday,referral,affiliate,customer7281@email.com,Shipped,ALT254414,WEBSITE,PAYPAL,EXPRESS,VIP,APP,Firefox
122001808,2024-03-15T00:00:00.000,False,True,5000,5000,WEB,dxlg-us,LOC5525,a27c92d8-fc62-41ad-8862-b12fa208c3ca,cyber_monday,social,twitter,customer4812@email.com,Processing,ALT342805,WEBSITE,DEBIT_CARD,SAME_DAY,RETURNING,APP,Edge
122001809,2023-03-16T00:00:00.000,False,True,3000,3000,PHONE,dxlg-us,LOC8883,51da1d21-ed7a-4296-be50-e57ea9ed0e08,cyber_monday,social,bing,customer9765@email.com,Pending,ALT283223,MOBILE_APP,CREDIT_CARD,OVERNIGHT,NEW,TABLET,Chrome
122001810,2022-06-04T00:00:00.000,False,True,4000,4000,STORE,dxlg-us,LOC7161,df1bb86f-f552-4afd-8bf1-81f0f4252b27,spring_sale,cpc,newsletter,customer6038@email.com,Pending,ALT355470,MOBILE_APP,APPLE_PAY,SAME_DAY,NEW,TABLET,Edge
122001811,2025-08-11T00:00:00.000,False,True,3000,3000,STORE,dxlg-us,LOC5902,c1d9e95a-48c0-40b9-b6a2-8c1806058c66,new_year,cpc,affiliate,customer3100@email.com,Fulfilled,ALT297108,CALL_CENTER,APPLE_PAY,OVERNIGHT,VIP,DESKTOP,Chrome
122001812,2021-11-12T00:00:00.000,False,True,3000,3000,STORE,dxlg-us,LOC4697,11793992-7840-4d27-9854-fe8b647ec13b,new_year,cpc,google,customer9802@email.com,Processing,ALT815085,IN_STORE,GIFT_CARD,OVERNIGHT,LOYALTY,APP,Firefox
122001813,2021-01-26T00:00:00.000,False,True,3000,3000,PHONE,dxlg-us,LOC2250,58053105-7e15-41bb-9ce1-edeae8a6425c,black_friday,referral,facebook,customer1141@email.com,Fulfilled,ALT472602,CALL_CENTER,DEBIT_CARD,OVERNIGHT,LOYALTY,TABLET,Mobile Safari
122001814,2020-11-17T00:00:00.000,False,True,4000,4000,PHONE,dxlg-us,LOC3749,17229766-5a2e-4855-b8ae-3be51752d015,cyber_monday,email,newsletter,customer6371@email.com,Fulfilled,ALT752862,WEBSITE,APPLE_PAY,SAME_DAY,VIP,DESKTOP,Safari
122001815,2024-03-16T00:00:00.000,False,True,4000,4000,WEB,dxlg-us,LOC7173,3d204ab0-f120-4477-aff2-2247f25a2491,holiday_2024,cpc,affiliate,customer3913@email.com,Fulfilled,ALT664172,MOBILE_APP,CREDIT_CARD,SAME_DAY,RETURNING,TABLET,Mobile Safari
122001816,2021-01-10T00:00:00.000,False,True,5000,5000,WEB,dxlg-us,LOC1909,74b17348-02b5-401c-a10e-819372c8b794,summer_promo,direct,google,customer5230@email.com,Cancelled,ALT503889,MOBILE_APP,PAYPAL,EXPRESS,RETURNING,TABLET,Safari
122001817,2021-02-25T00:00:00.000,False,True,3000,3000,STORE,dxlg-us,LOC4967,aded6421-4ad5-4ec9-bedf-0e608ef64d35,new_year,email,affiliate,customer2664@email.com,Fulfilled,ALT166389,CALL_CENTER,DEBIT_CARD,PICKUP,RETURNING,TABLET,Chrome
122001818,2020-12-22T00:00:00.000,False,True,2000,2000,WEB,dxlg-us,LOC4221,3a34dc60-e4f0-4af4-a503-79b2ac4b23be,summer_promo,email,instagram,customer6838@email.com,Fulfilled,ALT305287,WEBSITE,CREDIT_CARD,OVERNIGHT,RETURNING,DESKTOP,Safari
122001819,2020-08-29T00:00:00.000,False,True,3000,3000,WEB,dxlg-us,LOC8369,bac74367-406d-461f-b580-415ed681c344,holiday_2024,direct,google,customer2635@email.com,Fulfilled,ALT746592,IN_STORE,PAYPAL,SAME_DAY,VIP,TABLET,Firefox
122001820,2025-02-13T00:00:00.000,False,True,5000,5000,STORE,dxlg-us,LOC4889,ef05f8e0-b7d8-42e4-8349-c96890549186,cyber_monday,cpc,instagram,customer5973@email.com,Fulfilled,ALT921124,MOBILE_APP,APPLE_PAY,SAME_DAY,NEW,MOBILE,Edge
122001821,2022-12-29T00:00:00.000,False,True,3000,3000,STORE,dxlg-us,LOC6026,a812783f-088c-480a-946b-b253ecf811ca,cyber_monday,email,bing,customer2687@email.com,Fulfilled,ALT539721,WEBSITE,GIFT_CARD,PICKUP,NEW,DESKTOP,Chrome
122001822,2025-11-26T00:00:00.000,False,True,3000,3000,PHONE,dxlg-us,LOC3195,395133b0-c00d-44f3-8595-d79ce295905c,new_year,referral,google,customer7627@email.com,Shipped,ALT248263,IN_STORE,APPLE_PAY,EXPRESS,RETURNING,DESKTOP,Edge
122001823,2023-12-28T00:00:00.000,False,True,2000,2000,MOBILE,dxlg-us,LOC7242,eaad97d1-6358-4de2-ba20-88777181b839,new_year,direct,bing,customer7249@email.com,Fulfilled,ALT131957,MOBILE_APP,PAYPAL,PICKUP,NEW,DESKTOP,Chrome
122001824,2023-11-15T00:00:00.000,False,True,3000,3000,PHONE,dxlg-us,LOC9065,00dc981e-38be-4c83-aa16-b655dd9acca4,summer_promo,social,bing,customer8468@email.com,Fulfilled,ALT837630,MOBILE_APP,DEBIT_CARD,EXPRESS,NEW,DESKTOP,Edge
122001825,2022-12-30T00:00:00.000,False,True,4000,4000,STORE,dxlg-us,LOC3110,c3e2902a-b772-4791-9a8c-e4900f48e08e,fall_clearance,social,bing,customer8587@email.com,Fulfilled,ALT251779,CALL_CENTER,CREDIT_CARD,OVERNIGHT,VIP,MOBILE,Chrome
122001826,2023-09-18T00:00:00.000,False,True,4000,4000,WEB,dxlg-us,LOC3415,31771393-7c2f-4914-a762-0eb5aa21a921,cyber_monday,direct,newsletter,customer1261@email.com,Cancelled,ALT498567,WEBSITE,PAYPAL,SAME_DAY,NEW,MOBILE,Safari
122001827,2022-12-09T00:00:00.000,False,True,3000,3000,PHONE,dxlg-us,LOC8816,440f293c-1738-4690-b674-8ffa8e1ee91c,fall_clearance,organic,affiliate,customer7539@email.com,Processing,ALT736472,CALL_CENTER,CREDIT_CARD,SAME_DAY,NEW,TABLET,Chrome
122001828,2025-08-20T00:00:00.000,False,True,2000,2000,STORE,dxlg-us,LOC5253,63396564-e26c-406e-9db6-5b802057a372,summer_promo,email,google,customer7372@email.com,Fulfilled,ALT757462,CALL_CENTER,GIFT_CARD,EXPRESS,RETURNING,APP,Mobile Safari
122001829,2025-09-14T00:00:00.000,False,True,2000,2000,STORE,dxlg-us,LOC6694,fa0e32fd-e0fc-4fe0-a918-783928b0fc66,holiday_2024,referral,bing,customer4893@email.com,Fulfilled,ALT316010,IN_STORE,CREDIT_CARD,PICKUP,RETURNING,MOBILE,Mobile Safari
122001830,2020-04-04T00:00:00.000,False,True,3000,3000,MOBILE,dxlg-us,LOC7261,8cb21c68-7aa5-47e9-8435-2966b07ec783,spring_sale,cpc,newsletter,customer5539@email.com,Processing,ALT889825,IN_STORE,CREDIT_CARD,SAME_DAY,NEW,MOBILE,Mobile Safari
122001831,2020-03-09T00:00:00.000,False,True,3000,3000,PHONE,dxlg-us,LOC9536,4662e0f1-6335-4f9d-a7e4-fd48291406bf,black_friday,cpc,twitter,customer5028@email.com,Shipped,ALT276672,CALL_CENTER,PAYPAL,STANDARD,NEW,TABLET,Edge
122001832,2020-07-14T00:00:00.000,True,False,3000,3000,STORE,dxlg-us,LOC3099,7653fc3d-a999-4ea2-b47e-0e9171ccd99e,black_friday,social,bing,customer6872@email.com,Fulfilled,ALT871140,IN_STORE,GIFT_CARD,EXPRESS,NEW,TABLET,Safari
122001833,2021-05-31T00:00:00.000,False,True,2000,2000,STORE,dxlg-us,LOC1128,091cf20a-5d73-4fa9-a6b2-d5699477ade7,new_year,direct,instagram,customer9364@email.com,Cancelled,ALT642184,IN_STORE,APPLE_PAY,PICKUP,VIP,APP,Safari
122001834,2021-11-14T00:00:00.000,False,True,5000,5000,MOBILE,dxlg-us,LOC3602,19228446-2c4c-4b41-976d-cc94c87f05a8,black_friday,social,twitter,customer9790@email.com,Fulfilled,ALT897060,WEBSITE,APPLE_PAY,EXPRESS,RETURNING,MOBILE,Firefox
122001835,2022-05-08T00:00:00.000,False,True,4000,4000,PHONE,dxlg-us,LOC7997,0588c427-87fb-449e-88ce-a5eb3383350c,black_friday,referral,instagram,customer7920@email.com,Pending,ALT529396,IN_STORE,APPLE_PAY,STANDARD,LOYALTY,TABLET,Firefox
122001836,2022-06-15T00:00:00.000,False,True,3000,3000,PHONE,dxlg-us,LOC6332,e8f4191a-5b5b-47d0-8469-eec4729aa0e9,new_year,direct,newsletter,customer6484@email.com,Fulfilled,ALT183203,MOBILE_APP,PAYPAL,EXPRESS,NEW,APP,Firefox
122001837,2023-11-12T00:00:00.000,False,True,5000,5000,PHONE,dxlg-us,LOC3599,c01d5bfe-607d-493b-9b25-12d21ef9902d,black_friday,referral,bing,customer9004@email.com,Fulfilled,ALT663556,IN_STORE,PAYPAL,STANDARD,NEW,TABLET,Mobile Safari
122001838,2024-04-29T00:00:00.000,False,True,3000,3000,STORE,dxlg-us,LOC8270,07c31248-0c2e-4a02-93c3-57fbb61584cf,fall_clearance,email,affiliate,customer2930@email.com,Cancelled,ALT747072,IN_STORE,GIFT_CARD,OVERNIGHT,VIP,MOBILE,Firefox
122001839,2024-07-22T00:00:00.000,False,True,3000,3000,WEB,dxlg-us,LOC6868,caa30916-266a-4dbf-8232-e9304da30e42,new_year,referral,newsletter,customer6090@email.com,Fulfilled,ALT741075,IN_STORE,GIFT_CARD,SAME_DAY,LOYALTY,MOBILE,Chrome
122001840,2020-07-23T00:00:00.000,False,True,3000,3000,PHONE,dxlg-us,LOC9262,0306437a-283e-4610-b231-7e0a94cc192e,new_year,social,google,customer2806@email.com,Pending,ALT922380,MOBILE_APP,CREDIT_CARD,STANDARD,VIP,APP,Safari
122001841,2021-12-07T00:00:00.000,False,True,3000,3000,MOBILE,dxlg-us,LOC9590,8f3fc005-2e83-4102-8d36-58488c4b45f9,fall_clearance,direct,affiliate,customer4522@email.com,Fulfilled,ALT909808,MOBILE_APP,GIFT_CARD,PICKUP,LOYALTY,DESKTOP,Mobile Safari
122001842,2025-10-30T00:00:00.000,False,True,2000,2000,WEB,dxlg-us,LOC2356,c3b70b25-06f9-4baf-b72d-bf9021892358,new_year,referral,affiliate,customer9292@email.com,Fulfilled,ALT387932,WEBSITE,DEBIT_CARD,EXPRESS,VIP,DESKTOP,Chrome
122001843,2023-09-28T00:00:00.000,False,True,2000,2000,MOBILE,dxlg-us,LOC7139,132af813-9cd8-42f9-887c-d215630dc6b6,new_year,direct,newsletter,customer7557@email.com,Processing,ALT609576,WEBSITE,PAYPAL,OVERNIGHT,VIP,TABLET,Edge
122001844,2020-03-05T00:00:00.000,False,True,4000,4000,MOBILE,dxlg-us,LOC7438,f3a37f76-007f-45e1-a467-8ba9a3cf659d,spring_sale,direct,newsletter,customer8938@email.com,Cancelled,ALT380308,IN_STORE,DEBIT_CARD,PICKUP,RETURNING,DESKTOP,Firefox
122001845,2022-04-24T00:00:00.000,False,True,5000,5000,PHONE,dxlg-us,LOC2031,f6bf381b-f34f-4fb2-bdb3-4da7062ef705,spring_sale,direct,twitter,customer3509@email.com,Processing,ALT656495,CALL_CENTER,GIFT_CARD,PICKUP,RETURNING,TABLET,Chrome
122001846,2021-11-30T00:00:00.000,False,True,3000,3000,MOBILE,dxlg-us,LOC5028,6efd9851-2edf-48bf-8ff0-a865d4a1fd53,new_year,email,twitter,customer9144@email.com,Pending,ALT456708,CALL_CENTER,APPLE_PAY,EXPRESS,NEW,MOBILE,Edge
122001847,2022-01-17T00:00:00.000,False,True,3000,3000,PHONE,dxlg-us,LOC7515,7e7ebf7e-4d41-45cb-b171-735d7d56a70b,holiday_2024,referral,bing,customer5374@email.com,Fulfilled,ALT884742,IN_STORE,CREDIT_CARD,PICKUP,NEW,APP,Firefox
122001848,2020-12-02T00:00:00.000,False,True,4000,4000,WEB,dxlg-us,LOC9271,b1535a16-85ff-40dd-98ac-622c8fcb095a,spring_sale,organic,newsletter,customer7138@email.com,Fulfilled,ALT171850,MOBILE_APP,APPLE_PAY,OVERNIGHT,VIP,DESKTOP,Firefox
122001849,2021-11-07T00:00:00.000,False,True,5000,5000,WEB,dxlg-us,LOC8036,bf1ac5ab-4d52-4565-b284-af72db687ee5,fall_clearance,direct,bing,customer3913@email.com,Shipped,ALT896220,MOBILE_APP,APPLE_PAY,OVERNIGHT,LOYALTY,TABLET,Edge
122001850,2024-12-27T00:00:00.000,False,True,2000,2000,PHONE,dxlg-us,LOC1601,59a63916-52ef-4d03-abea-60035fab509b,holiday_2024,email,instagram,customer6343@email.com,Fulfilled,ALT860515,CALL_CENTER,DEBIT_CARD,OVERNIGHT,RETURNING,APP,Mobile Safari
122001851,2025-04-12T00:00:00.000,False,True,3000,3000,PHONE,dxlg-us,LOC7726,057fa207-895e-472d-9d84-38bcb0faffc8,new_year,direct,facebook,customer3307@email.com,Processing,ALT102802,CALL_CENTER,APPLE_PAY,STANDARD,LOYALTY,APP,Safari
122001852,2023-05-07T00:00:00.000,False,True,3000,3000,MOBILE,dxlg-us,LOC6897,6eb516c5-d00d-4e6d-8600-8f4aca61573a,black_friday,organic,newsletter,customer3047@email.com,Fulfilled,ALT796244,WEBSITE,CREDIT_CARD,STANDARD,VIP,TABLET,Edge
122001853,2025-02-06T00:00:00.000,False,True,3000,3000,PHONE,dxlg-us,LOC4938,36824c16-e16f-4212-912d-759ae6b8f860,cyber_monday,email,affiliate,customer5299@email.com,Processing,ALT662623,IN_STORE,DEBIT_CARD,EXPRESS,VIP,TABLET,Edge
122001854,2025-08-11T00:00:00.000,False,True,3000,3000,WEB,dxlg-us,LOC4657,81f48af0-f7b3-45db-b278-a942ae806397,fall_clearance,cpc,twitter,customer8992@email.com,Fulfilled,ALT199856,IN_STORE,APPLE_PAY,OVERNIGHT,VIP,APP,Safari
122001855,2023-07-10T00:00:00.000,False,True,3000,3000,PHONE,dxlg-us,LOC7109,75ccda47-1684-4486-b0ee-33e1b23c3d78,fall_clearance,direct,google,customer6636@email.com,Pending,ALT883115,CALL_CENTER,GIFT_CARD,OVERNIGHT,NEW,APP,Edge
122001856,2020-06-30T00:00:00.000,False,True,4000,4000,PHONE,dxlg-us,LOC2926,b554d66b-0e4c-4f8a-a5de-07e84776989e,new_year,social,newsletter,customer3746@email.com,Fulfilled,ALT323771,CALL_CENTER,GIFT_CARD,STANDARD,VIP,DESKTOP,Edge
122001857,2021-02-20T00:00:00.000,False,True,4000,4000,STORE,dxlg-us,LOC2573,52024421-59e5-4362-92fa-3c68ad450f38,fall_clearance,referral,newsletter,customer9014@email.com,Processing,ALT948672,MOBILE_APP,PAYPAL,STANDARD,VIP,TABLET,Mobile Safari
122001858,2023-10-24T00:00:00.000,True,False,2000,2000,PHONE,dxlg-us,LOC7108,4f534c78-bf59-4df0-8d4c-5ed68256a364,cyber_monday,organic,google,customer3009@email.com,Pending,ALT126632,MOBILE_APP,APPLE_PAY,PICKUP,NEW,DESKTOP,Chrome
122001859,2025-02-27T00:00:00.000,False,True,5000,5000,WEB,dxlg-us,LOC1644,2050212b-c132-4717-b68b-91ceef89068b,new_year,email,newsletter,customer1577@email.com,Pending,ALT582357,CALL_CENTER,APPLE_PAY,STANDARD,LOYALTY,APP,Mobile Safari
122001860,2021-12-30T00:00:00.000,False,True,3000,3000,PHONE,dxlg-us,LOC2603,ddd5b6a5-4412-4f82-bb1f-f25f1c244a8d,holiday_2024,referral,facebook,customer2799@email.com,Processing,ALT936896,CALL_CENTER,APPLE_PAY,EXPRESS,LOYALTY,APP,Edge
122001861,2022-10-20T00:00:00.000,False,True,3000,3000,STORE,dxlg-us,LOC8975,b51520eb-1396-4850-a804-a93e325afc52,summer_promo,cpc,twitter,customer6833@email.com,Processing,ALT652796,IN_STORE,CREDIT_CARD,PICKUP,NEW,APP,Safari
122001862,2021-06-28T00:00:00.000,False,True,3000,3000,PHONE,dxlg-us,LOC2398,3c5fb828-b081-48ee-816b-a64ec6e74d82,summer_promo,social,affiliate,customer6659@email.com,Cancelled,ALT211642,MOBILE_APP,APPLE_PAY,STANDARD,NEW,TABLET,Safari
122001863,2020-07-12T00:00:00.000,False,True,3000,3000,MOBILE,dxlg-us,LOC9069,adddc8a0-4c55-4098-81dc-c0a100642e3e,cyber_monday,cpc,bing,customer4714@email.com,Pending,ALT524871,MOBILE_APP,PAYPAL,PICKUP,LOYALTY,APP,Chrome
122001864,2023-01-02T00:00:00.000,False,True,3000,3000,MOBILE,dxlg-us,LOC1180,bb3335c4-136a-4251-8725-95e59aacba8f,cyber_monday,email,newsletter,customer4740@email.com,Cancelled,ALT481896,IN_STORE,PAYPAL,SAME_DAY,RETURNING,APP,Chrome
122001865,2025-10-04T00:00:00.000,False,True,3000,3000,MOBILE,dxlg-us,LOC7800,acd0c3ee-83bc-4881-8288-57f211a157c3,summer_promo,referral,newsletter,customer5332@email.com,Processing,ALT916215,WEBSITE,DEBIT_CARD,SAME_DAY,LOYALTY,APP,Mobile Safari
122001866,2021-02-28T00:00:00.000,False,True,3000,3000,MOBILE,dxlg-us,LOC4213,cb4313c1-21ff-4fa8-83d8-6a7ce817c85e,new_year,social,google,customer5322@email.com,Processing,ALT789622,MOBILE_APP,PAYPAL,EXPRESS,LOYALTY,DESKTOP,Chrome
122001867,2025-06-26T00:00:00.000,False,True,4000,4000,MOBILE,dxlg-us,LOC6458,43d374ff-ea8e-42ec-b99e-ef5ab8743b66,new_year,direct,affiliate,customer6015@email.com,Pending,ALT895054,CALL_CENTER,GIFT_CARD,OVERNIGHT,VIP,APP,Firefox
122001868,2022-05-29T00:00:00.000,False,True,5000,5000,PHONE,dxlg-us,LOC5590,71f5f4ab-8c19-4b6a-b18f-a792ee8193d8,fall_clearance,email,google,customer9532@email.com,Fulfilled,ALT936021,CALL_CENTER,CREDIT_CARD,EXPRESS,LOYALTY,APP,Safari
122001869,2025-09-24T00:00:00.000,False,True,3000,3000,WEB,dxlg-us,LOC4376,7ee0ec63-40f8-41e1-b18a-e364a5699e08,black_friday,referral,twitter,customer9845@email.com,Fulfilled,ALT823534,MOBILE_APP,GIFT_CARD,PICKUP,VIP,DESKTOP,Mobile Safari
122001870,2023-02-18T00:00:00.000,False,True,3000,3000,PHONE,dxlg-us,LOC7258,b348861a-e665-4cc2-95d7-3c1a2a6b6965,cyber_monday,social,facebook,customer1457@email.com,Fulfilled,ALT373715,MOBILE_APP,DEBIT_CARD,EXPRESS,VIP,TABLET,Chrome
122001871,2021-02-03T00:00:00.000,False,True,2000,2000,MOBILE,dxlg-us,LOC9875,279d58c6-fef1-4198-87c0-d8da75a9ab05,summer_promo,organic,google,customer4204@email.com,Fulfilled,ALT632842,IN_STORE,GIFT_CARD,OVERNIGHT,LOYALTY,APP,Chrome
122001872,2020-02-13T00:00:00.000,False,True,2000,2000,WEB,dxlg-us,LOC9904,4caaf1cd-98a7-4bfb-b38f-9091d8da3c1b,summer_promo,organic,newsletter,customer3365@email.com,Processing,ALT733025,CALL_CENTER,CREDIT_CARD,PICKUP,LOYALTY,APP,Chrome
122001873,2024-08-31T00:00:00.000,False,True,3000,3000,STORE,dxlg-us,LOC3413,be3a5e9d-50cd-4f02-8d02-1c146b338714,spring_sale,cpc,bing,customer9577@email.com,Cancelled,ALT641217,IN_STORE,APPLE_PAY,STANDARD,VIP,DESKTOP,Mobile Safari
122001874,2024-05-16T00:00:00.000,False,True,3000,3000,WEB,dxlg-us,LOC4705,b9769e50-bcbb-4550-a77a-738233667c78,new_year,referral,facebook,customer7342@email.com,Cancelled,ALT411818,CALL_CENTER,GIFT_CARD,OVERNIGHT,LOYALTY,APP,Firefox
122001875,2021-03-23T00:00:00.000,False,True,3000,3000,STORE,dxlg-us,LOC1606,408d3bb6-5592-4ec7-ac20-7ad5c379a630,fall_clearance,referral,twitter,customer4779@email.com,Shipped,ALT814846,WEBSITE,GIFT_CARD,OVERNIGHT,NEW,APP,Chrome
122001876,2022-07-28T00:00:00.000,False,True,3000,3000,WEB,dxlg-us,LOC8383,105013d9-e34c-48ee-9d1a-8e54a87e73ca,cyber_monday,email,google,customer2132@email.com,Processing,ALT491919,WEBSITE,DEBIT_CARD,PICKUP,RETURNING,APP,Edge
122001877,2020-02-14T00:00:00.000,False,True,3000,3000,WEB,dxlg-us,LOC6441,cf17bfc4-f599-4682-90ed-d11650f37334,summer_promo,email,bing,customer5079@email.com,Processing,ALT517305,MOBILE_APP,PAYPAL,EXPRESS,LOYALTY,DESKTOP,Safari
122001878,2021-12-14T00:00:00.000,False,True,4000,4000,WEB,dxlg-us,LOC9356,8bef3da0-616c-4e4f-aed7-d6840d4cbd92,holiday_2024,cpc,affiliate,customer5527@email.com,Shipped,ALT110972,MOBILE_APP,APPLE_PAY,EXPRESS,RETURNING,TABLET,Mobile Safari
122001879,2022-08-03T00:00:00.000,False,True,3000,3000,MOBILE,dxlg-us,LOC2354,4cb14ee3-7e7e-47ca-97a6-0bc52b1650f5,spring_sale,organic,instagram,customer8350@email.com,Fulfilled,ALT942464,CALL_CENTER,CREDIT_CARD,PICKUP,VIP,TABLET,Firefox
122001880,2024-03-25T00:00:00.000,False,True,5000,5000,PHONE,dxlg-us,LOC3000,e90f5ae9-9d5e-4d51-8a85-ece6f50bd184,spring_sale,social,twitter,customer2335@email.com,Fulfilled,ALT149372,WEBSITE,DEBIT_CARD,SAME_DAY,RETURNING,MOBILE,Chrome
122001881,2023-09-15T00:00:00.000,False,True,5000,5000,STORE,dxlg-us,LOC1195,2eb73434-24df-4ee8-81d5-4631920161f1,summer_promo,cpc,affiliate,customer8434@email.com,Fulfilled,ALT616719,IN_STORE,CREDIT_CARD,PICKUP,NEW,MOBILE,Chrome
122001882,2023-11-15T00:00:00.000,False,True,2000,2000,WEB,dxlg-us,LOC5971,1231ff72-7bbc-4077-b8ff-f4cb72fedb0a,spring_sale,social,instagram,customer7258@email.com,Fulfilled,ALT445987,WEBSITE,GIFT_CARD,OVERNIGHT,RETURNING,TABLET,Safari
122001883,2022-09-06T00:00:00.000,False,True,4000,4000,PHONE,dxlg-us,LOC2889,045a9650-cc3a-4c90-bbed-ccc0c69c1143,new_year,direct,newsletter,customer7614@email.com,Pending,ALT587365,IN_STORE,CREDIT_CARD,STANDARD,LOYALTY,TABLET,Safari
122001884,2023-06-24T00:00:00.000,False,True,5000,5000,STORE,dxlg-us,LOC4820,863caf9d-d726-4da1-85ce-237192fb3b9e,new_year,email,twitter,customer8740@email.com,Cancelled,ALT347814,WEBSITE,DEBIT_CARD,EXPRESS,RETURNING,TABLET,Mobile Safari
122001885,2024-09-17T00:00:00.000,False,True,5000,5000,STORE,dxlg-us,LOC6461,84c12d0c-22c5-4b0f-a9b4-a9c666231909,new_year,organic,instagram,customer6575@email.com,Fulfilled,ALT917345,WEBSITE,PAYPAL,SAME_DAY,VIP,DESKTOP,Mobile Safari
122001886,2023-05-28T00:00:00.000,False,True,2000,2000,MOBILE,dxlg-us,LOC2918,28b564c9-d335-4384-a28f-1398e2ed73bb,black_friday,email,instagram,customer7340@email.com,Fulfilled,ALT998048,CALL_CENTER,PAYPAL,EXPRESS,LOYALTY,DESKTOP,Edge
122001887,2024-01-14T00:00:00.000,False,True,5000,5000,PHONE,dxlg-us,LOC8820,c7c27608-d663-40a7-9b30-74c09e31dd93,holiday_2024,email,google,customer2761@email.com,Fulfilled,ALT607633,IN_STORE,GIFT_CARD,OVERNIGHT,LOYALTY,TABLET,Firefox
122001888,2023-12-09T00:00:00.000,False,True,2000,2000,MOBILE,dxlg-us,LOC9384,f6741132-906c-436b-aef1-add92a9a0834,black_friday,organic,facebook,customer3726@email.com,Pending,ALT816306,MOBILE_APP,PAYPAL,SAME_DAY,VIP,TABLET,Chrome
122001889,2022-04-12T00:00:00.000,False,True,4000,4000,PHONE,dxlg-us,LOC7229,ac85ae26-457a-4136-97f3-701f1e18e1ee,black_friday,cpc,twitter,customer7829@email.com,Fulfilled,ALT983793,IN_STORE,GIFT_CARD,SAME_DAY,RETURNING,APP,Chrome
122001890,2022-06-13T00:00:00.000,False,True,2000,2000,STORE,dxlg-us,LOC1553,01689e08-babb-4888-ae89-98680f25eff0,black_friday,organic,newsletter,customer8474@email.com,Pending,ALT725101,CALL_CENTER,GIFT_CARD,STANDARD,RETURNING,APP,Safari
122001891,2024-03-21T00:00:00.000,False,True,2000,2000,MOBILE,dxlg-us,LOC8275,25f8a80c-797d-497a-a44a-4ea08c8f6ca1,spring_sale,referral,affiliate,customer2399@email.com,Fulfilled,ALT559071,MOBILE_APP,PAYPAL,STANDARD,RETURNING,APP,Safari
122001892,2022-02-06T00:00:00.000,False,True,3000,3000,STORE,dxlg-us,LOC9841,f1150a79-7502-474e-89a6-afbe758d129a,cyber_monday,social,instagram,customer4304@email.com,Fulfilled,ALT343089,MOBILE_APP,DEBIT_CARD,STANDARD,RETURNING,MOBILE,Mobile Safari
122001893,2022-07-30T00:00:00.000,False,True,2000,2000,WEB,dxlg-us,LOC7572,1f0705a6-8931-4b92-8f2f-5e942898022c,new_year,referral,google,customer7190@email.com,Shipped,ALT371151,MOBILE_APP,CREDIT_CARD,PICKUP,VIP,MOBILE,Safari
122001894,2023-10-28T00:00:00.000,False,True,2000,2000,PHONE,dxlg-us,LOC3303,7ef919cf-0fa8-44c8-b304-55af68147397,black_friday,cpc,google,customer3237@email.com,Shipped,ALT460326,MOBILE_APP,GIFT_CARD,STANDARD,NEW,APP,Firefox
122001895,2022-11-05T00:00:00.000,False,True,4000,4000,PHONE,dxlg-us,LOC5706,520d48fc-15a7-432a-a144-0f312a8d8d57,black_friday,organic,affiliate,customer6581@email.com,Fulfilled,ALT211813,WEBSITE,APPLE_PAY,SAME_DAY,NEW,TABLET,Safari
